STEK,knife,
STEKA,frying pan,
STENSTORP,kitchen cart,
STENSTORP,kitchen island,
STENSTORP,wall shelf,
STIL,series,
STJÄLK,vase,
STOLMEN,system,
STOPP FILT,rug underlay with anti-slip,
STOPP,anti-slip underlay,
STORÅ,loft bed frame,
STORNÄS,buffet,
STORNÄS,dining table,
STRÅLANDE,chopper,
STRÅLANDE,grater with container,
STRÅLANDE,grater with handle,
STRÅLANDE,rotary grater,
STRÄNGNÄS,series,
STRÄNGSMÅLA,frame,
STRANNE,floor lamp,
STRANNE,table lamp,
STRECKET,handle,
STRIB,rug,low pile
STRIKT,series,
STRIND,coffee table,
STRÖSSEL,ice-cream scoop,
STUVA,system,
STYCKE,shade,
SUCCULENT,potted plant,
SULTAN ALSARP,foundation with storage,
SULTAN ÅRAM,foundation,
SULTAN ATNA,box spring,
SULTAN ELSFJORD,latex mattress,
SULTAN ENGENES,latex mattress,
SULTAN ERFJORD,natural latex mattress,
SULTAN FÅVANG,high-resilience foam mattress,
SULTAN FIDJETUN,memory foam mattress,
SULTAN FINNVIK,memory foam mattress,
SULTAN FJORDGARD,latex and foam mattress,
SULTAN FLOKENES,memory foam mattress,
SULTAN FLORVÅG,foam mattress,
SULTAN FONNES,foam mattress,
SULTAN FOSSING,latex and foam mattress,
SULTAN HAGAVIK,active-response coil mattress,
SULTAN HAMNVIK,active-response coil mattress,
SULTAN HANESTAD,active-response coil mattress,
SULTAN HARESTUA,spring mattress,
SULTAN HJARTDAL,memory foam pillowtop mattress,
SULTAN HJELMÅS,latex pillowtop spring mattress,
SULTAN HUGLO,spring mattress,
SULTAN LADE,slatted bed base,
SULTAN LANGHUS,slatted bed base,adjustable
SULTAN LAUKVIK,slatted bed base,adjustable
SULTAN LAXEBY,slatted bed base,
SULTAN LERBÄCK,slatted bed base,adjustable
SULTAN LONEVÅG,slatted bed base,adjustable
SULTAN LURÖY,slatted bed base,
SULTAN TAFJORD,pillowtop,
SULTAN TÅRSTA,pillowtop,
SULTAN TJÖME,pillowtop,
SULTAN TOLG,pillowtop,
SULTAN TVEIT,pillowtop,
SULTAN,connection fitting for spring bases,
SULTAN,leg,
SULTAN,support leg,
SUMMERA,series,
SUNNAN,work lamp,solar powered
SUPERFIN,tealight holder,
SUVERÄN,mattress cover,
SVAJS,clothes cover,set of 3
SVALA,children's table,
SVALBO,dining table,
SVALBO,sideboard,
SVALKA,series,
SVEJE,rug,flatwoven
SVEP,handle,
SVEP,knob,
SVIND TV,unit,
SVIT,20-piece cutlery set,
SY,7-piece start box,
SY,iron-on hemming tape,
SY,pinking shears,
SY,scissors,
SY,sewing thread,
SYNTES KONST,bowl,set of 2
TACKSAM,curtain rod set,
TAG,handle,
TAJMA,wall clock,
TAJT,vase,
TÄLJARE,curtain rod set,
TALLVIK,table lamp,
TÄNDA,timer,24 hours
TANJA BRODYR,duvet cover and pillowsham(s),
TÄRNAN,single lever kitchen faucet,
TÅRNBY,rug,flatwoven
TÅRTA MANDEL,almond cake,frozen
TASSA NATT,wall lamp,
TEKLA,dish towel,
TERJE,folding chair,
TERMOSFÄR,low-voltage wire system 5 spots,
TERTIAL,work lamp,
TEXTUR,floor lamp,
TEXTUR,floor/table lamp,
TEXTUR,table lamp,
THISTED,hand towel,
TIDIG,ceiling spotlight with 5 spots,
TINDRA,seies,
TIRUP,swivel chair,
TITTA DJUR,finger puppet,
TITTA FOLK,finger puppet,
TJUSIG,series,
TOBIAS,chair,
TOBO TV,panel,
TOBO TV,panel with media storage,
TOBO TV,unit,
TOFTBO,bathmat,
TOGA,place mat,
TOKIG,salad spinner,
TOLGA,organizer,
TOLGA,series,
TOLSBY,frame for 2 pictures,
TORBJÖRN,swivel chair,
TORKA,decoration ball,set of 8
TORKA,decorative stalk,
TORKA,dried bouquet,
TORSBY,collection,
TORSBY,table,
TOSTARP,series,
TRÅDIG,bowl,
TRÅDIG,candlestick,
TRÅL,series,
TRAMPA,door mat,
TRANBY,mirror,
TRATT,candle snuffer,
TRENSUM,mirror,
TRILLING,poster,set of 3
TRIPP,storage tin with lid,set of 3
TRIVSAM,coffee cup and saucer,
TRIVSAM,espresso cup and saucer,
TRIVSAM,series,
TRIVSAM,serving bowl,
TRIVSAM,serving plate,
TROFAST,ext bed frame with slatted bed base,
TROFAST,toy storage series,
TROJKA,scissors,
TROJKA,scissors,set of 3
TROLIG,curtain rod set,
TROLLFJORDEN,toiletries bag,
TROLLSTA,series,
TROMSNES,day-bed frame,
TROMSÖ,series,
TRONDHEIM,series,
TRONES,shoe storage,
TROPISK,potted plant,
TROSS,track light with 3 spotlights,
TRYGG,serving bowl,
TRYTA,bench,
TULLSTA,chair,
TULSEBODA,candle holder,
TULSEBODA,candlestick,
TULSEBODA,tealight holder,
TUNDRA,floor,click-lock function
TUNDRA,molding,
TUNDRA,multi-function profile,
TUPPLUR,pair of curtains,
TUPPLUR,roller blind,
TVÅBLAD CIRKEL,duvet cover and pillowcase(s),
TVÅBLAD RUND,duvet cover and pillowcase(s),
TVÅBLAD,duvet cover and pillowcase(s),
TVILLING,poster,set of 2
TYDA,handle,
TYGLÖSA,frame,
TYLÖSAND,corner sofa/sofa-bed,
TYLÖSAND,footstool,
TYLÖSAND,one-seat section,
TYLÖSAND,series,
TYLÖSAND,sofa bed slipcover,
TYSNES,table mirror,
TYST,coaster,
TYST,place mat,
ULDUM,rug,low pile
ULLAKAJSA,roller blind,
ULSBERG,mirror,
ULSBERG,nightstand,
UNG DRILL,frame,
UNNI,rug,flatwoven
UNNI,rug,low pile
UPPENBAR,measuring cup,
UPPLEVA ORMO,wall bracket for flat screen TV,
UPPTÄCKA,backpack on wheels,
UPPTÄCKA,bag,foldable
UPPTÄCKA,briefcase,
UPPTÄCKA,carry-on with wheels and briefcase,
UPPTÄCKA,laptop bag,
UPPTÄCKA,shopping bag with wheels,
UPPTÄCKA,toiletries bag,
UPPTÄCKA,umbrella,
UPPTÄCKA,weekend bag with toilet bag,
URBAN,bar stool,
URBAN,chair,
UTBY,bar table,
UTBY,kitchen island,
UTBY,series,
UTBY,underframe,
UTMÄRKT,series,
UTSIRA,mirror,
VÅGEN,curtain rod set,
VÅGEN,double wall hardware,
VÅGEN/ENJE,window solution,
VÄGGIS,noticeboard,
VÄGHULT,series,
VAKEN,glass,
VALBY RUTA,rug,low pile
VALBY,rug,low pile
VALLVIK,3 drawer chest,
VALLVIK,6-drawer dresser,
VALLVIK TV,bench/coffee table,
VALLVIK,bookcase,
VÄNLIG,series,
VÄNNA,unknown,
VANVIK,bed frame,
VÄRDE,base cabinet,
VÄRDE,countertop,
VÄRDE,double bowl sink,
VÄRDE,glass-door wall cabinet,
VÄRDE,high cabinet f built-in oven/micro,
VÄRDE,series,
VÄRDE,shelving unit,
VÄRME,teapot,
VARSAM,tray,
VARSE,paper napkin,
VASEN,vase,
VÄTE,series,
VEJEN,rug,flatwoven
VEJMON,coffee table,
VEJMON,series,
VEJMON,side table,
VERKLIG,curtain rod set,
VERKSAM,pair of armrests,
VERKSAM,swivel chair,
VESSLA,lid,
VESSLA,storage crate with casters,
VIKA AMON/VIKA CURRY,table,
VIKA,table bar,
VIKARE,guard rail,
VIKIS,alarm clock,
VILA,3-piece sheet set,
VILA,pillow sham,
VILDBÄR,spray bottle,
VILDRIS,duvet cover and pillowcase(s),
VILMIE,collection,
VILSHULT,picture,
VILSHULT,series,
VINDE,rug,low pile
VINNA,handle,
VINSTRA,6-drawer dresser,
VINSTRA,dressing table with mirror,
VINSTRA,nightstand,
VIPPA,hook,
VIREN,series,
VIRRE,slide with ladder and guard rail,
VIRSERUM,series,
VISEN,series,
VISEN,toilet roll holder,
VISEN,tumbler,
VISEN,wire basket,
VITAMIN,stool,
VITAMINER,textiles,
VITSKÄR,3-piece bathroom set,
VITSKÄR,soap dish,
VITSKÄR,toothbrush holder,
VITTEN,rug,high pile
VIVAN,pair of curtains,
VOLMAR,swivel chair,
VOLYM,steel vacuum flask,
VRETA,chair,
VRETA,corner sofa w end unit left,
VRETA,corner sofa with arm left,
VRETA,corner sofa with arm right,
VRETA,corner sofa with end unit right,
VRETA,end unit/footstool,
VRETA,footstool,
VRETA,loveseat,
VRETA,series,
VRETA,sofa,
VRETA,sofa bed,
VRETA,swivel/reclining/armchair,
VURM,4-bottle wine rack,
VYSSA,series,
WILMA,pair of curtains,
YNGAREN,bottle,set of 3
YNGAREN,bowl,
YNGAREN,jar with lid,
YNGAREN,soap dispenser,
YNGAREN,tumbler,
YNGSJÖ,tealight holder,
YSTER,handle,
YUCCA ELEPHANTIPES,potted plant,
ZITA RAND,apron,
ZITA,oven mitt,
